file,0.00-1.00,1.00-2.00,2.00-3.00,3.00-4.00,4.00-5.00,5.00-6.00,6.00-7.00,7.00-8.00,8.00-9.00,9.00-10.00,0.00-1.01,1.01-2.00
iperf3_result_20231019173003.txt,99.9Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,,
iperf3_result_20231019171748.txt,99.9Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,,
iperf3_result_20231019172042.txt,99.9Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,,
iperf3_result_20231019172903.txt,99.9Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,,
iperf3_result_20231019171615.txt,99.9Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,,
iperf3_result_20231019171403.txt,99.9Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,,
iperf3_result_20231019171950.txt,99.9Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,,
iperf3_result_20231019173148.txt,99.9Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,99.8Mbits/sec,100Mbits/sec,100Mbits/sec,,
iperf3_result_20231019172135.txt,99.9Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,,
iperf3_result_20231019173158.txt,99.9Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,,
iperf3_result_20231019171808.txt,99.9Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,,
iperf3_result_20231019172720.txt,99.9Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,,
iperf3_result_20231019172251.txt,99.9Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,,
iperf3_result_20231019172331.txt,99.9Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,,
iperf3_result_20231019173013.txt,99.9Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,,
iperf3_result_20231019172802.txt,99.9Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,,
iperf3_result_20231019173301.txt,99.9Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,,
iperf3_result_20231019173116.txt,99.9Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,,
iperf3_result_20231019173311.txt,99.9Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,,
iperf3_result_20231019172231.txt,99.9Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,,
iperf3_result_20231019172637.txt,99.9Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,100Mbits/sec,,
