file,0.00-1.00,1.00-2.00,2.00-3.00,3.00-4.00,4.00-5.00,5.00-6.00,6.00-7.00,7.00-8.00,8.00-9.00,9.00-10.00,10.00-(11.00),total_time,11.00-12.00,12.00-13.00,13.00-13.94,13.00-14.00,14.00-15.00,15.00-16.00,16.00-16.11,16.00-17.00,17.00-17.55,12.00-12.66,12.00-12.63,14.00-14.36,17.00-18.00,18.00-19.00,19.00-20.00,20.00-20.19,20.00-21.00,21.00-21.50,19.00-19.42,14.00-14.59,16.00-16.60,18.00-18.65,20.00-20.25,13.00-13.98,14.00-14.16,13.00-13.96,14.00-14.49,20.00-20.51,16.00-16.54,16.00-16.10,14.00-14.20,12.00-12.58,11.00-11.15,14.00-14.14
iperf3_result_20231019171734.txt,0.00bits/sec,0.00bits/sec,23.2Kbits/sec,0.00bits/sec,0.00bits/sec,0.00bits/sec,0.00bits/sec,0.00bits/sec,0.00bits/sec,0.00bits/sec,11.6Kbits/sec,>= 11.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iperf3_result_20231019172349.txt,0.00bits/sec,0.00bits/sec,116Kbits/sec,0.00bits/sec,0.00bits/sec,0.00bits/sec,0.00bits/sec,0.00bits/sec,0.00bits/sec,0.00bits/sec,0.00bits/sec,>= 11.00,0.00bits/sec,11.6Kbits/sec,,,,,,,,,,,,,,,,,,,,,,,,84.7Kbits/sec,,,,,,,,
iperf3_result_20231019172639.txt,0.00bits/sec,0.00bits/sec,0.00bits/sec,0.00bits/sec,0.00bits/sec,0.00bits/sec,0.00bits/sec,0.00bits/sec,0.00bits/sec,11.6Kbits/sec,81.1Kbits/sec,>= 11.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iperf3_result_20231019171442.txt,0.00bits/sec,0.00bits/sec,116Kbits/sec,232Kbits/sec,0.00bits/sec,0.00bits/sec,0.00bits/sec,0.00bits/sec,0.00bits/sec,0.00bits/sec,0.00bits/sec,>= 11.00,0.00bits/sec,0.00bits/sec,,0.00bits/sec,,,,,,,,,,,,,,,,,,,,,,,0.00bits/sec,,,,,,,
iperf3_result_20231019173127.txt,15.1Mbits/sec,16.2Mbits/sec,14.9Mbits/sec,15.0Mbits/sec,16.5Mbits/sec,13.9Mbits/sec,0.00bits/sec,10.1Mbits/sec,9.75Mbits/sec,12.6Mbits/sec,12.0Mbits/sec,10.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iperf3_result_20231019172007.txt,0.00bits/sec,0.00bits/sec,104Kbits/sec,0.00bits/sec,0.00bits/sec,0.00bits/sec,0.00bits/sec,0.00bits/sec,0.00bits/sec,0.00bits/sec,0.00bits/sec,>= 11.00,11.6Kbits/sec,23.2Kbits/sec,,46.3Kbits/sec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iperf3_result_20231019172012.txt,0.00bits/sec,0.00bits/sec,0.00bits/sec,0.00bits/sec,0.00bits/sec,0.00bits/sec,0.00bits/sec,81.1Kbits/sec,104Kbits/sec,116Kbits/sec,116Kbits/sec,>= 11.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iperf3_result_20231019172210.txt,0.00bits/sec,0.00bits/sec,0.00bits/sec,23.2Kbits/sec,0.00bits/sec,0.00bits/sec,0.00bits/sec,11.6Kbits/sec,0.00bits/sec,0.00bits/sec,0.00bits/sec,>= 11.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iperf3_result_20231019171651.txt,0.00bits/sec,0.00bits/sec,116Kbits/sec,232Kbits/sec,0.00bits/sec,0.00bits/sec,0.00bits/sec,0.00bits/sec,0.00bits/sec,0.00bits/sec,0.00bits/sec,>= 11.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iperf3_result_20231019173250.txt,15.0Mbits/sec,14.7Mbits/sec,13.6Mbits/sec,12.2Mbits/sec,16.6Mbits/sec,17.8Mbits/sec,15.6Mbits/sec,5.51Mbits/sec,139Kbits/sec,1.69Mbits/sec,3.45Mbits/sec,10.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iperf3_result_20231019173044.txt,5.80Mbits/sec,8.42Mbits/sec,9.89Mbits/sec,9.74Mbits/sec,11.2Mbits/sec,10.6Mbits/sec,11.2Mbits/sec,9.81Mbits/sec,10.7Mbits/sec,11.7Mbits/sec,11.5Mbits/sec,10.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iperf3_result_20231019171928.txt,0.00bits/sec,0.00bits/sec,0.00bits/sec,0.00bits/sec,0.00bits/sec,0.00bits/sec,0.00bits/sec,0.00bits/sec,0.00bits/sec,0.00bits/sec,11.6Kbits/sec,>= 11.00,81.1Kbits/sec,116Kbits/sec,,116Kbits/sec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
