file,0.00-1.00,1.00-2.00,2.00-3.00,3.00-4.00,4.00-5.00,5.00-6.00,6.00-7.00,7.00-8.00,8.00-9.00,9.00-10.00,10.00-(11.00),total_time,11.00-12.00,12.00-12.08,11.00-11.31,12.00-13.00,13.00-13.13,11.00-11.68,11.00-11.13,11.00-11.23,11.00-11.67,11.00-11.75,13.00-14.00,14.00-15.00,15.00-16.00,16.00-17.00,17.00-17.80,12.00-12.09,11.00-11.32,13.00-13.41,11.00-11.14
iperf3_result_20231019155728.txt,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,10.11,,,,,,,,,,,,,,,,,,,
iperf3_result_20231019160234.txt,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,201Mbits/sec,10.08,,,,,,,,,,,,,,,,,,,
iperf3_result_20231019160224.txt,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,201Mbits/sec,10.08,,,,,,,,,,,,,,,,,,,
iperf3_result_20231019155738.txt,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,10.90,,,,,,,,,,,,,,,,,,,
iperf3_result_20231019162220.txt,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,10.08,,,,,,,,,,,,,,,,,,,
iperf3_result_20231019155505.txt,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,201Mbits/sec,10.04,,,,,,,,,,,,,,,,,,,
iperf3_result_20231019160151.txt,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,201Mbits/sec,10.32,,,,,,,,,,,,,,,,,,,
iperf3_result_20231019160420.txt,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,>= 11.00,,,,,,,,,200Mbits/sec,,,,,,,,,,
iperf3_result_20231019160756.txt,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,202Mbits/sec,10.08,,,,,,,,,,,,,,,,,,,
iperf3_result_20231019162038.txt,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,201Mbits/sec,10.06,,,,,,,,,,,,,,,,,,,
iperf3_result_20231019155455.txt,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,201Mbits/sec,10.10,,,,,,,,,,,,,,,,,,,
iperf3_result_20231019160410.txt,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,201Mbits/sec,10.12,,,,,,,,,,,,,,,,,,,
iperf3_result_20231019155442.txt,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,>= 11.00,,,,,,,,,,200Mbits/sec,,,,,,,,,
iperf3_result_20231019160349.txt,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,10.06,,,,,,,,,,,,,,,,,,,
iperf3_result_20231019162210.txt,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,10.08,,,,,,,,,,,,,,,,,,,
iperf3_result_20231019160359.txt,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,201Mbits/sec,10.07,,,,,,,,,,,,,,,,,,,
iperf3_result_20231019162200.txt,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,10.10,,,,,,,,,,,,,,,,,,,
iperf3_result_20231019162017.txt,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,202Mbits/sec,10.06,,,,,,,,,,,,,,,,,,,
iperf3_result_20231019160204.txt,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,>= 11.00,200Mbits/sec,,,200Mbits/sec,,,,,,,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,,,,
iperf3_result_20231019162349.txt,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,10.70,,,,,,,,,,,,,,,,,,,
iperf3_result_20231019162028.txt,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,202Mbits/sec,10.06,,,,,,,,,,,,,,,,,,,
iperf3_result_20231019155542.txt,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,10.62,,,,,,,,,,,,,,,,,,,
iperf3_result_20231019155608.txt,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,203Mbits/sec,10.03,,,,,,,,,,,,,,,,,,,
iperf3_result_20231019155634.txt,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,10.77,,,,,,,,,,,,,,,,,,,
iperf3_result_20231019155620.txt,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,198Mbits/sec,10.02,,,,,,,,,,,,,,,,,,,
iperf3_result_20231019155807.txt,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,>= 11.00,200Mbits/sec,,,,,,,,,,,,,,,201Mbits/sec,,,
iperf3_result_20231019155555.txt,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,>= 11.00,,,,,,,,,,,,,,,,,200Mbits/sec,,
iperf3_result_20231019162312.txt,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,10.60,,,,,,,,,,,,,,,,,,,
iperf3_result_20231019160505.txt,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,>= 11.00,200Mbits/sec,,,200Mbits/sec,,,,,,,,,,,,,,200Mbits/sec,
iperf3_result_20231019160115.txt,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,201Mbits/sec,10.14,,,,,,,,,,,,,,,,,,,
iperf3_result_20231019162058.txt,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,202Mbits/sec,10.08,,,,,,,,,,,,,,,,,,,
iperf3_result_20231019160316.txt,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,10.89,,,,,,,,,,,,,,,,,,,
iperf3_result_20231019162139.txt,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,201Mbits/sec,10.08,,,,,,,,,,,,,,,,,,,
iperf3_result_20231019155024.txt,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,10.08,,,,,,,,,,,,,,,,,,,
iperf3_result_20231019162129.txt,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,202Mbits/sec,10.06,,,,,,,,,,,,,,,,,,,
iperf3_result_20231019160306.txt,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,10.07,,,,,,,,,,,,,,,,,,,
iperf3_result_20231019160139.txt,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,202Mbits/sec,10.05,,,,,,,,,,,,,,,,,,,
iperf3_result_20231019162048.txt,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,202Mbits/sec,10.08,,,,,,,,,,,,,,,,,,,
iperf3_result_20231019155753.txt,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,>= 11.00,,,,,,,,,,,,,,,,,,,200Mbits/sec
iperf3_result_20231019155037.txt,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,10.94,,,,,,,,,,,,,,,,,,,
iperf3_result_20231019160339.txt,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,202Mbits/sec,10.09,,,,,,,,,,,,,,,,,,,
iperf3_result_20231019162301.txt,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,200Mbits/sec,202Mbits/sec,10.08,,,,,,,,,,,,,,,,,,,
