file,0.00-1.00,1.00-2.00,2.00-3.00,3.00-4.00,4.00-5.00,5.00-6.00,6.00-7.00,7.00-8.00,8.00-9.00,9.00-10.00,10.00-(11.00),total_time
iperf3_result_20231019173945.txt,26.1Mbits/sec,22.5Mbits/sec,23.9Mbits/sec,23.6Mbits/sec,27.8Mbits/sec,24.3Mbits/sec,24.0Mbits/sec,26.5Mbits/sec,24.1Mbits/sec,37.6Mbits/sec,39.5Mbits/sec,10.08
iperf3_result_20231019174958.txt,48.3Mbits/sec,46.1Mbits/sec,36.4Mbits/sec,48.5Mbits/sec,48.0Mbits/sec,49.4Mbits/sec,47.5Mbits/sec,48.5Mbits/sec,49.3Mbits/sec,51.0Mbits/sec,102Mbits/sec,10.08
iperf3_result_20231019174219.txt,32.7Mbits/sec,23.8Mbits/sec,27.6Mbits/sec,22.2Mbits/sec,22.0Mbits/sec,22.6Mbits/sec,23.6Mbits/sec,24.5Mbits/sec,24.3Mbits/sec,23.7Mbits/sec,28.7Mbits/sec,10.07
iperf3_result_20231019174423.txt,37.6Mbits/sec,29.5Mbits/sec,23.2Mbits/sec,25.3Mbits/sec,23.8Mbits/sec,23.3Mbits/sec,24.9Mbits/sec,21.9Mbits/sec,22.8Mbits/sec,25.1Mbits/sec,19.9Mbits/sec,10.10
iperf3_result_20231019175714.txt,91.5Mbits/sec,96.1Mbits/sec,85.5Mbits/sec,91.3Mbits/sec,93.9Mbits/sec,91.9Mbits/sec,90.2Mbits/sec,86.4Mbits/sec,92.4Mbits/sec,92.2Mbits/sec,92.8Mbits/sec,10.07
iperf3_result_20231019175700.txt,73.9Mbits/sec,90.9Mbits/sec,98.2Mbits/sec,97.6Mbits/sec,94.5Mbits/sec,93.6Mbits/sec,91.9Mbits/sec,95.0Mbits/sec,94.3Mbits/sec,92.1Mbits/sec,85.6Mbits/sec,10.24
iperf3_result_20231019174813.txt,33.3Mbits/sec,24.5Mbits/sec,23.5Mbits/sec,27.1Mbits/sec,23.9Mbits/sec,26.9Mbits/sec,25.1Mbits/sec,39.8Mbits/sec,27.5Mbits/sec,26.2Mbits/sec,39.9Mbits/sec,10.12
iperf3_result_20231019174026.txt,21.6Mbits/sec,23.0Mbits/sec,23.7Mbits/sec,23.6Mbits/sec,19.6Mbits/sec,22.6Mbits/sec,21.4Mbits/sec,22.1Mbits/sec,21.5Mbits/sec,28.9Mbits/sec,35.7Mbits/sec,10.09
iperf3_result_20231019174556.txt,46.9Mbits/sec,43.6Mbits/sec,40.6Mbits/sec,40.4Mbits/sec,31.2Mbits/sec,24.6Mbits/sec,27.0Mbits/sec,36.0Mbits/sec,45.1Mbits/sec,44.0Mbits/sec,35.5Mbits/sec,10.29
iperf3_result_20231019175439.txt,93.6Mbits/sec,85.4Mbits/sec,88.8Mbits/sec,91.6Mbits/sec,92.9Mbits/sec,89.5Mbits/sec,85.5Mbits/sec,90.8Mbits/sec,88.0Mbits/sec,91.0Mbits/sec,89.1Mbits/sec,10.08
