file,0.00-1.00,1.00-2.00,2.00-3.00,3.00-4.00,4.00-5.00,5.00-6.00,6.00-7.00,7.00-8.00,8.00-9.00,9.00-10.00,10.00-(11.00),total_time,11.00-11.19,11.00-11.04,11.00-11.00,11.00-11.05,11.00-11.02,11.00-11.06,11.00-11.12,11.00-11.25,11.00-11.09,11.00-11.15,11.00-12.00,12.00-12.54,11.00-11.14,11.00-11.07,11.00-11.01,11.00-11.11,11.00-11.08,11.00-11.03,11.00-11.18,11.00-11.16,11.00-11.22,11.00-11.21,11.00-11.49,11.00-11.30,11.00-11.26,11.00-11.17,11.00-11.38,11.00-11.37,11.00-11.24,11.00-11.10,11.00-11.13,11.00-11.52
iperf3_result_20231019154233.txt,45.6Mbits/sec,45.8Mbits/sec,48.5Mbits/sec,48.5Mbits/sec,44.1Mbits/sec,52.3Mbits/sec,32.5Mbits/sec,49.6Mbits/sec,50.6Mbits/sec,48.0Mbits/sec,47.2Mbits/sec,>= 11.00,,,,,,,,,,,,,,,,,49.0Mbits/sec,,,,,,,,,,,,,,,
iperf3_result_20231019154435.txt,41.6Mbits/sec,49.7Mbits/sec,37.9Mbits/sec,41.0Mbits/sec,47.0Mbits/sec,48.4Mbits/sec,44.2Mbits/sec,49.4Mbits/sec,50.8Mbits/sec,48.2Mbits/sec,49.9Mbits/sec,>= 11.00,,,,,,,,,,,,,,,,,,59.5Mbits/sec,,,,,,,,,,,,,,
iperf3_result_20231019154637.txt,44.5Mbits/sec,48.5Mbits/sec,53.5Mbits/sec,49.9Mbits/sec,50.8Mbits/sec,52.0Mbits/sec,48.2Mbits/sec,29.5Mbits/sec,18.7Mbits/sec,11.1Mbits/sec,42.2Mbits/sec,>= 11.00,,,,,,,,,,,,,53.3Mbits/sec,,,,,,,,,,,,,,,,,,,
iperf3_result_20231019154147.txt,39.1Mbits/sec,45.4Mbits/sec,49.9Mbits/sec,45.8Mbits/sec,48.0Mbits/sec,46.7Mbits/sec,46.9Mbits/sec,43.6Mbits/sec,50.3Mbits/sec,49.1Mbits/sec,44.1Mbits/sec,>= 11.00,,,,,,,,,,,,,,,,,,,43.2Mbits/sec,,,,,,,,,,,,,
iperf3_result_20231019154806.txt,45.7Mbits/sec,46.7Mbits/sec,48.3Mbits/sec,47.9Mbits/sec,46.7Mbits/sec,48.3Mbits/sec,46.0Mbits/sec,45.9Mbits/sec,47.2Mbits/sec,47.4Mbits/sec,50.5Mbits/sec,>= 11.00,,,,,,,,,,,,,,,,,,43.7Mbits/sec,,,,,,,,,,,,,,
iperf3_result_20231019154027.txt,45.9Mbits/sec,43.8Mbits/sec,32.4Mbits/sec,44.5Mbits/sec,47.7Mbits/sec,43.6Mbits/sec,47.3Mbits/sec,49.7Mbits/sec,46.8Mbits/sec,40.6Mbits/sec,42.5Mbits/sec,>= 11.00,,,,,,,,,,,,,,,,,,,45.3Mbits/sec,,,,,,,,,,,,,
iperf3_result_20231019154755.txt,43.0Mbits/sec,48.3Mbits/sec,50.9Mbits/sec,52.2Mbits/sec,39.5Mbits/sec,51.3Mbits/sec,48.9Mbits/sec,43.7Mbits/sec,45.9Mbits/sec,45.0Mbits/sec,49.6Mbits/sec,>= 11.00,,,,,,,,,,,,,,,,,65.2Mbits/sec,,,,,,,,,,,,,,,
iperf3_result_20231019154350.txt,44.5Mbits/sec,47.9Mbits/sec,46.0Mbits/sec,49.5Mbits/sec,49.2Mbits/sec,51.6Mbits/sec,46.9Mbits/sec,49.0Mbits/sec,46.2Mbits/sec,26.1Mbits/sec,51.5Mbits/sec,>= 11.00,,,,,,,,,,,,,,,,,,50.3Mbits/sec,,,,,,,,,,,,,,
iperf3_result_20231019154817.txt,47.5Mbits/sec,47.6Mbits/sec,47.8Mbits/sec,48.7Mbits/sec,47.3Mbits/sec,46.3Mbits/sec,45.5Mbits/sec,48.3Mbits/sec,47.8Mbits/sec,47.5Mbits/sec,43.8Mbits/sec,>= 11.00,,,,,,,,,,,,,,,,,,,,48.7Mbits/sec,,,,,,,,,,,,
iperf3_result_20231019154744.txt,47.1Mbits/sec,46.0Mbits/sec,48.3Mbits/sec,49.3Mbits/sec,51.7Mbits/sec,44.3Mbits/sec,51.2Mbits/sec,49.1Mbits/sec,46.3Mbits/sec,51.1Mbits/sec,41.2Mbits/sec,>= 11.00,,,,,,,,,,,,,,,,,,,,,39.4Mbits/sec,,,,,,,,,,,
iperf3_result_20231019153942.txt,48.8Mbits/sec,46.7Mbits/sec,36.9Mbits/sec,42.5Mbits/sec,47.5Mbits/sec,47.1Mbits/sec,45.2Mbits/sec,48.0Mbits/sec,46.1Mbits/sec,44.5Mbits/sec,49.2Mbits/sec,>= 11.00,,63.6Mbits/sec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iperf3_result_20231019154553.txt,33.9Mbits/sec,41.2Mbits/sec,40.9Mbits/sec,45.4Mbits/sec,54.5Mbits/sec,49.5Mbits/sec,53.0Mbits/sec,39.6Mbits/sec,51.3Mbits/sec,52.9Mbits/sec,50.8Mbits/sec,>= 11.00,,,,,53.8Mbits/sec,,,,,,,,,,,,,,,,,,,,,,,,,,,
iperf3_result_20231019154221.txt,44.7Mbits/sec,52.3Mbits/sec,47.0Mbits/sec,52.1Mbits/sec,50.2Mbits/sec,45.1Mbits/sec,49.5Mbits/sec,49.0Mbits/sec,36.5Mbits/sec,46.6Mbits/sec,45.4Mbits/sec,>= 11.00,,,,,,,,,,,,,,,,50.7Mbits/sec,,,,,,,,,,,,,,,,
iperf3_result_20231019153835.txt,44.5Mbits/sec,46.8Mbits/sec,47.9Mbits/sec,45.2Mbits/sec,48.1Mbits/sec,48.5Mbits/sec,48.7Mbits/sec,47.2Mbits/sec,46.8Mbits/sec,51.2Mbits/sec,46.0Mbits/sec,>= 11.00,,,,,,,,,,,,,,,,50.1Mbits/sec,,,,,,,,,,,,,,,,
iperf3_result_20231019153404.txt,87.3Mbits/sec,91.1Mbits/sec,92.3Mbits/sec,85.1Mbits/sec,94.1Mbits/sec,88.9Mbits/sec,94.8Mbits/sec,93.2Mbits/sec,84.5Mbits/sec,89.0Mbits/sec,94.5Mbits/sec,10.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iperf3_result_20231019153558.txt,40.7Mbits/sec,36.2Mbits/sec,40.3Mbits/sec,45.5Mbits/sec,49.7Mbits/sec,43.4Mbits/sec,46.4Mbits/sec,47.5Mbits/sec,51.1Mbits/sec,50.2Mbits/sec,48.7Mbits/sec,>= 11.00,,59.3Mbits/sec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iperf3_result_20231019153954.txt,46.3Mbits/sec,47.5Mbits/sec,43.4Mbits/sec,44.5Mbits/sec,49.8Mbits/sec,42.6Mbits/sec,34.7Mbits/sec,33.7Mbits/sec,43.5Mbits/sec,45.4Mbits/sec,42.5Mbits/sec,>= 11.00,,,,,,,,,,,,,,,,,,,,,,43.1Mbits/sec,,,,,,,,,,
iperf3_result_20231019154424.txt,46.6Mbits/sec,50.0Mbits/sec,47.1Mbits/sec,46.5Mbits/sec,47.3Mbits/sec,47.1Mbits/sec,27.3Mbits/sec,49.8Mbits/sec,45.8Mbits/sec,47.0Mbits/sec,46.6Mbits/sec,>= 11.00,,,,,,,,,49.8Mbits/sec,,,,,,,,,,,,,,,,,,,,,,,
iperf3_result_20231019154829.txt,40.3Mbits/sec,37.7Mbits/sec,47.1Mbits/sec,49.2Mbits/sec,48.8Mbits/sec,50.4Mbits/sec,46.9Mbits/sec,48.3Mbits/sec,49.6Mbits/sec,49.4Mbits/sec,49.5Mbits/sec,>= 11.00,,,,,64.9Mbits/sec,,,,,,,,,,,,,,,,,,,,,,,,,,,
iperf3_result_20231019154626.txt,46.4Mbits/sec,52.1Mbits/sec,50.6Mbits/sec,44.7Mbits/sec,48.3Mbits/sec,50.8Mbits/sec,53.0Mbits/sec,49.0Mbits/sec,50.7Mbits/sec,51.7Mbits/sec,51.1Mbits/sec,>= 11.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iperf3_result_20231019154401.txt,44.6Mbits/sec,46.0Mbits/sec,45.5Mbits/sec,43.2Mbits/sec,42.9Mbits/sec,44.2Mbits/sec,46.7Mbits/sec,43.4Mbits/sec,41.6Mbits/sec,39.4Mbits/sec,43.6Mbits/sec,>= 11.00,,,,,,,,,,,,,,54.7Mbits/sec,,,,,,,,,,,,,,,,,,
iperf3_result_20231019154005.txt,44.1Mbits/sec,44.1Mbits/sec,43.1Mbits/sec,47.8Mbits/sec,46.7Mbits/sec,44.3Mbits/sec,43.8Mbits/sec,31.2Mbits/sec,43.9Mbits/sec,48.9Mbits/sec,49.0Mbits/sec,>= 11.00,,49.4Mbits/sec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iperf3_result_20231019154038.txt,44.7Mbits/sec,44.2Mbits/sec,45.7Mbits/sec,45.0Mbits/sec,47.8Mbits/sec,50.0Mbits/sec,49.3Mbits/sec,48.2Mbits/sec,46.4Mbits/sec,49.6Mbits/sec,48.0Mbits/sec,>= 11.00,,,,,,,,,,,,,,54.4Mbits/sec,,,,,,,,,,,,,,,,,,
iperf3_result_20231019153353.txt,91.2Mbits/sec,94.1Mbits/sec,95.4Mbits/sec,99.7Mbits/sec,105Mbits/sec,96.3Mbits/sec,98.9Mbits/sec,67.8Mbits/sec,98.8Mbits/sec,94.5Mbits/sec,89.4Mbits/sec,10.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iperf3_result_20231019154158.txt,38.5Mbits/sec,32.5Mbits/sec,45.9Mbits/sec,44.0Mbits/sec,42.3Mbits/sec,43.2Mbits/sec,41.1Mbits/sec,39.0Mbits/sec,48.1Mbits/sec,43.8Mbits/sec,33.2Mbits/sec,>= 11.00,,,,,,,,,,,,,,,,34.5Mbits/sec,,,,,,,,,,,,,,,,
iperf3_result_20231019153609.txt,44.5Mbits/sec,50.0Mbits/sec,46.4Mbits/sec,46.0Mbits/sec,48.1Mbits/sec,50.2Mbits/sec,47.1Mbits/sec,50.3Mbits/sec,49.9Mbits/sec,48.8Mbits/sec,37.2Mbits/sec,>= 11.00,,,,,,,,,,,,,,,,,,,,,,,28.8Mbits/sec,,,,,,,,,
iperf3_result_20231019153621.txt,42.6Mbits/sec,43.3Mbits/sec,42.3Mbits/sec,44.0Mbits/sec,45.9Mbits/sec,42.7Mbits/sec,44.6Mbits/sec,50.7Mbits/sec,40.0Mbits/sec,46.2Mbits/sec,49.6Mbits/sec,>= 11.00,,52.0Mbits/sec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iperf3_result_20231019154210.txt,30.4Mbits/sec,31.0Mbits/sec,29.9Mbits/sec,33.9Mbits/sec,32.8Mbits/sec,37.3Mbits/sec,32.5Mbits/sec,40.0Mbits/sec,50.8Mbits/sec,53.1Mbits/sec,50.9Mbits/sec,>= 11.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iperf3_result_20231019154946.txt,46.2Mbits/sec,43.9Mbits/sec,45.3Mbits/sec,51.1Mbits/sec,47.3Mbits/sec,45.0Mbits/sec,43.7Mbits/sec,46.0Mbits/sec,47.6Mbits/sec,43.4Mbits/sec,50.9Mbits/sec,>= 11.00,,,,,,,,,,,,,,,,,,31.4Mbits/sec,,,,,,,,,,,,,,
iperf3_result_20231019153436.txt,82.0Mbits/sec,75.4Mbits/sec,83.6Mbits/sec,81.8Mbits/sec,91.8Mbits/sec,89.6Mbits/sec,92.9Mbits/sec,89.3Mbits/sec,92.2Mbits/sec,95.5Mbits/sec,88.0Mbits/sec,>= 11.00,,,,,,,,,,,,,,,,108Mbits/sec,,,,,,,,,,,,,,,,
iperf3_result_20231019153813.txt,44.6Mbits/sec,48.5Mbits/sec,49.0Mbits/sec,41.4Mbits/sec,46.9Mbits/sec,48.9Mbits/sec,51.1Mbits/sec,49.8Mbits/sec,50.1Mbits/sec,48.6Mbits/sec,48.9Mbits/sec,>= 11.00,,,,,,48.3Mbits/sec,,,,,,,,,,,,,,,,,,,,,,,,,,
iperf3_result_20231019154615.txt,48.9Mbits/sec,49.7Mbits/sec,49.2Mbits/sec,48.9Mbits/sec,47.9Mbits/sec,52.2Mbits/sec,52.3Mbits/sec,50.6Mbits/sec,50.1Mbits/sec,50.2Mbits/sec,49.5Mbits/sec,>= 11.00,,53.4Mbits/sec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iperf3_result_20231019153426.txt,93.6Mbits/sec,91.3Mbits/sec,97.8Mbits/sec,101Mbits/sec,76.2Mbits/sec,92.7Mbits/sec,93.4Mbits/sec,100Mbits/sec,94.3Mbits/sec,95.4Mbits/sec,98.8Mbits/sec,10.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
